Index,Indx Code,Grp,Short Desc,Orig,Size1,Size2,Desc,Size1 Dec,Size2 Dec
281,37,MISC,ROUND BAR,.75" THRD ROUND PLUG NITRONIC 60 WITH LANYARD,.75",,THRD ROUND PLUG NITRONIC 60 WITH LANYARD,0.75,0
282,37,MISC,ROUND BAR,.75" THRD ROUND PLUG SA105 CS ,.75",,THRD ROUND PLUG SA105 CS,0.75,0
283,32,FTG,TEE,.75" THRD ROUND PLUG SOLID STEEL A105 CS,.75",,THRD ROUND PLUG SOLID STEEL A105 CS,0.75,0
284,37,MISC,ROUND BAR,.75" THRD ROUND PLUG, NITRONIC 60 W/LANYARD,.75",,THRD ROUND PLUG, NITRONIC 60 W/LANYARD,0.75,0
285,76,TUBING,TUBING,.75" TUBING .083 WALL 316SS,.75",,TUBING .083 WALL 316SS,0.75,0
286,37,MISC,ROUND BAR,.75" U-BOLT FASTNER PLASTIC COATED FOR BARE PIPE,.75",,U-BOLT FASTNER PLASTIC COATED FOR BARE PIPE,0.75,0
287,30,FTG,SWAGE-CON,.75" x .5" 150# CON-SWAGE A153/A123 GALVANIZED MI (TBE),.75",.5",150# CON-SWAGE A153/A123 GALVANIZED MI (TBE),0.75,0.5
288,33,FTG,TEE-REDUCING,.75" x .5" 3000# THRD RED TEE A105 CS,.75",.5",3000# THRD RED TEE A105 CS,0.75,0.5
289,30,FTG,SWAGE-CON,.75" x .5" CON-SWAGE S/160 A234-WPB SMLS CS (PBE),.75",.5",CON-SWAGE S/160 A234-WPB SMLS CS (PBE),0.75,0.5
290,30,FTG,SWAGE-CON,.75" x .5" CON-SWAGE S/160 BORE A234-WPB-S (PBE),.75",.5",CON-SWAGE S/160 BORE A234-WPB-S (PBE),0.75,0.5
291,30,FTG,SWAGE-CON,.75" x .5" CON-SWAGE S/80sA182-F316/316L SS DUAL STAMPED (PBE),.75",.5",CON-SWAGE S/80sA182-F316/316L SS DUAL STAMPED (PBE),0.75,0.5
292,39,NIP,NIPPLE,.75" x 3" LONG A106B-A773 SMLS CS S/80 BORE NIPPLE (PBE),.75",3",LONG A106B-A773 SMLS CS S/80 BORE NIPPLE (PBE),0.75,3
293,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE  A106B SMLS CS S/160 BORE (TBE),.75",3",LONG NIPPLE  A106B SMLS CS S/160 BORE (TBE),0.75,3
294,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE A106B SMLS CS S/160 BORE (PBE),.75",3",LONG NIPPLE A106B SMLS CS S/160 BORE (PBE),0.75,3
295,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE A333-6 S/160 BORE LTCS (PBE),.75",3",LONG NIPPLE A333-6 S/160 BORE LTCS (PBE),0.75,3
296,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BOR A106B SMLS CS (PBE),.75",3",LONG NIPPLE S/160 BOR A106B SMLS CS (PBE),0.75,3
297,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B / A733 (PBE),.75",3",LONG NIPPLE S/160 BORE A106B / A733 (PBE),0.75,3
298,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B / A733 SMLS CS (PBE),.75",3",LONG NIPPLE S/160 BORE A106B / A733 SMLS CS (PBE),0.75,3
299,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B / A733 SMLS CS (POExTOE),.75",3",LONG NIPPLE S/160 BORE A106B / A733 SMLS CS (POExTOE),0.75,3
300,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B / A733 SMLS CS (TBE),.75",3",LONG NIPPLE S/160 BORE A106B / A733 SMLS CS (TBE),0.75,3
301,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B /A733 (PBE),.75",3",LONG NIPPLE S/160 BORE A106B /A733 (PBE),0.75,3
302,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B /A733 SEAMLESS (POExTOE),.75",3",LONG NIPPLE S/160 BORE A106B /A733 SEAMLESS (POExTOE),0.75,3
303,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B /A733 SEAMLESS CS (PBE),.75",3",LONG NIPPLE S/160 BORE A106B /A733 SEAMLESS CS (PBE),0.75,3
304,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),.75",3",LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),0.75,3
305,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS (POE x TOE),.75",3",LONG NIPPLE S/160 BORE A106B SMLS CS (POE x TOE),0.75,3
306,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS (POExTOE),.75",3",LONG NIPPLE S/160 BORE A106B SMLS CS (POExTOE),0.75,3
307,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS (TBE),.75",3",LONG NIPPLE S/160 BORE A106B SMLS CS (TBE),0.75,3
308,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS A733 (PBE),.75",3",LONG NIPPLE S/160 BORE A106B SMLS CS A733 (PBE),0.75,3
309,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B SMLS GALVANIZED CS (TBE),.75",3",LONG NIPPLE S/160 BORE A106B SMLS GALVANIZED CS (TBE),0.75,3
310,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A106B SMLS KILLED CS (PBE),.75",3",LONG NIPPLE S/160 BORE A106B SMLS KILLED CS (PBE),0.75,3
311,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A312-TP304/304L SS (PBE),.75",3",LONG NIPPLE S/160 BORE A312-TP304/304L SS (PBE),0.75,3
312,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A312-TP304/304L SS (PBE)(CRYOGENIC SERVICE),.75",3",LONG NIPPLE S/160 BORE A312-TP304/304L SS (PBE)(CRYOGENIC SERVICE),0.75,3
313,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A312-TP304/304L SS (POExTOE)(CRYOGENIC SERVICE),.75",3",LONG NIPPLE S/160 BORE A312-TP304/304L SS (POExTOE)(CRYOGENIC SERVICE),0.75,3
314,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A312-TP317L SS (POExTOE),.75",3",LONG NIPPLE S/160 BORE A312-TP317L SS (POExTOE),0.75,3
315,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 BORE A333 GRADE 6 SEAMLESS LTCS (PBE),.75",3",LONG NIPPLE S/160 BORE A333 GRADE 6 SEAMLESS LTCS (PBE),0.75,3
316,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/160 SMLS A106B CS(PBE),.75",3",LONG NIPPLE S/160 SMLS A106B CS(PBE),0.75,3
317,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/80 SMLS A106B CS(PBE),.75",3",LONG NIPPLE S/80 SMLS A106B CS(PBE),0.75,3
318,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/80s  A312-TP316/316L SS DUAL STAMPED (PBE),.75",3",LONG NIPPLE S/80s  A312-TP316/316L SS DUAL STAMPED (PBE),0.75,3
319,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/80s A312-TP304/304L SS 100% X-RAY (PBE),.75",3",LONG NIPPLE S/80s A312-TP304/304L SS 100% X-RAY (PBE),0.75,3
320,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/80s A312-TP304/304L SS SMLS (PBE),.75",3",LONG NIPPLE S/80s A312-TP304/304L SS SMLS (PBE),0.75,3
321,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/80s ALLOY C276-B622 UNS-N010276 SEAMLESS (TBE),.75",3",LONG NIPPLE S/80s ALLOY C276-B622 UNS-N010276 SEAMLESS (TBE),0.75,3
322,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/XS BORE A106B SMLS CS (PBE),.75",3",LONG NIPPLE S/XS BORE A106B SMLS CS (PBE),0.75,3
323,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/XXS A106B SMLS CS (PBE),.75",3",LONG NIPPLE S/XXS A106B SMLS CS (PBE),0.75,3
324,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/XXS A106B SMLS CS (TBE),.75",3",LONG NIPPLE S/XXS A106B SMLS CS (TBE),0.75,3
325,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/XXS A335-P9 CHROME SMLS (PBE),.75",3",LONG NIPPLE S/XXS A335-P9 CHROME SMLS (PBE),0.75,3
326,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/XXS BORE A106B / A733 SMLS CS (PBE),.75",3",LONG NIPPLE S/XXS BORE A106B / A733 SMLS CS (PBE),0.75,3
327,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/XXS BORE A106B SMLS CS (POExTOE),.75",3",LONG NIPPLE S/XXS BORE A106B SMLS CS (POExTOE),0.75,3
328,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE S/XXS KILLED CS (PBE),.75",3",LONG NIPPLE S/XXS KILLED CS (PBE),0.75,3
329,39,NIP,NIPPLE,.75" x 3" LONG NIPPLE SXXS A106B SEAMLESS A733 (PBE),.75",3",LONG NIPPLE SXXS A106B SEAMLESS A733 (PBE),0.75,3
330,39,NIP,NIPPLE,.75" x 3" LONG NIPPLES S/80 BORE A106B SMLS CS (PBE),.75",3",LONG NIPPLES S/80 BORE A106B SMLS CS (PBE),0.75,3
331,39,NIP,NIPPLE,.75" x 3" LONG NIPPLES S/80 BORE A106B SMLS CS (TBE),.75",3",LONG NIPPLES S/80 BORE A106B SMLS CS (TBE),0.75,3
332,37,MISC,ROUND BAR,.75" x 3" LONG THRD BAR STOCK PLUG A105 CS,.75",3",LONG THRD BAR STOCK PLUG A105 CS,0.75,3
333,1,B_G,BOLTING,.75" x 3.5" LONG A193-B7 STUD W/2 HH NUTS A194-2H W/T.H.W,.75",3.5",LONG A193-B7 STUD W/2 HH NUTS A194-2H W/T.H.W,0.75,3.5
334,1,B_G,BOLTING,.75" x 3.75" LONG A193-B7 STUD W/2 HH NUTS A194-2H,.75",3.75",LONG A193-B7 STUD W/2 HH NUTS A194-2H,0.75,3.75
335,1,B_G,BOLTING,.75" x 3.75" LONG A193-B7 STUD W/2 HH NUTS A194-2H COATED TEFLON BLACK,.75",3.75",LONG A193-B7 STUD W/2 HH NUTS A194-2H COATED TEFLON BLACK,0.75,3.75
336,39,NIP,NIPPLE,.75" x 4" LONG NIPPLE A106B SMLS CS S/160 BORE (PBE),.75",4",LONG NIPPLE A106B SMLS CS S/160 BORE (PBE),0.75,4
337,39,NIP,NIPPLE,.75" x 4" LONG NIPPLE S/160 BORE A106B SMLS CS  (PBE),.75",4",LONG NIPPLE S/160 BORE A106B SMLS CS  (PBE),0.75,4
338,39,NIP,NIPPLE,.75" x 4" LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),.75",4",LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),0.75,4
339,39,NIP,NIPPLE,.75" x 4" LONG NIPPLE S/80 BORE A106B SMLS GALVANIZED CS  (TBE),.75",4",LONG NIPPLE S/80 BORE A106B SMLS GALVANIZED CS  (TBE),0.75,4
340,39,NIP,NIPPLE,.75" x 4" LONG NIPPLE S/80s ALLOY C276-B622 UNS-N010276 SEAMLESS (POE xTOE),.75",4",LONG NIPPLE S/80s ALLOY C276-B622 UNS-N010276 SEAMLESS (POE xTOE),0.75,4
341,39,NIP,NIPPLE,.75" x 4" LONG NIPPLE S/80s ALLOY C276-B622 UNS-N010276 SEAMLESS (TBE),.75",4",LONG NIPPLE S/80s ALLOY C276-B622 UNS-N010276 SEAMLESS (TBE),0.75,4
342,39,NIP,NIPPLE,.75" x 4" LONG NIPPLE S/XS BORE A106B SMLS GALV CS (TBE),.75",4",LONG NIPPLE S/XS BORE A106B SMLS GALV CS (TBE),0.75,4
343,1,B_G,BOLTING,.75" x 4.25" LONG A193-B7 STUD W/2 HH NUTS A194-2H,.75",4.25",LONG A193-B7 STUD W/2 HH NUTS A194-2H,0.75,4.25
344,1,B_G,BOLTING,.75" x 4.25" LONG A193-B7 STUD W/2 HH NUTS A194-2H COATED TEFLON RED,.75",4.25",LONG A193-B7 STUD W/2 HH NUTS A194-2H COATED TEFLON RED,0.75,4.25
345,1,B_G,BOLTING,.75" x 4.25" LONG A193-B7 STUD W/2HH NUTS A194-2H,.75",4.25",LONG A193-B7 STUD W/2HH NUTS A194-2H,0.75,4.25
346,1,B_G,BOLTING,.75" x 5" LONG A320-L7 STUD W/2 A194-4 HH NUTS,.75",5",LONG A320-L7 STUD W/2 A194-4 HH NUTS,0.75,5
347,39,NIP,NIPPLE,.75" x 5" LONG NIPPLES A106B SMLS CS PIPE S/XS BORE (POExTOE),.75",5",LONG NIPPLES A106B SMLS CS PIPE S/XS BORE (POExTOE),0.75,5
348,1,B_G,BOLTING,.75" x 5.25" LONG A193-B7 STUD W/2 HH NUTS A194-2H,.75",5.25",LONG A193-B7 STUD W/2 HH NUTS A194-2H,0.75,5.25
349,39,NIP,NIPPLE,.75" x 6" LONG NIPPLE S/160 BORE A106B /A733 (PBE),.75",6",LONG NIPPLE S/160 BORE A106B /A733 (PBE),0.75,6
350,39,NIP,NIPPLE,.75" x 6" LONG NIPPLE S/160 BORE A106B /A733 SEAMLESS (PBE),.75",6",LONG NIPPLE S/160 BORE A106B /A733 SEAMLESS (PBE),0.75,6
351,39,NIP,NIPPLE,.75" x 6" LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),.75",6",LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),0.75,6
352,39,NIP,NIPPLE,.75" x 6" LONG NIPPLE S/160 BORE A106B/A733 (TBE),.75",6",LONG NIPPLE S/160 BORE A106B/A733 (TBE),0.75,6
353,39,NIP,NIPPLE,.75" x 6" LONG NIPPLE S/160 BORE A312-TP304/304L SS (PBE)(CRYOGENIC SERVICE),.75",6",LONG NIPPLE S/160 BORE A312-TP304/304L SS (PBE)(CRYOGENIC SERVICE),0.75,6
354,39,NIP,NIPPLE,.75" x 6" LONG NIPPLE S/80s BORE A312-TP304/304L SMLS SS (PBE),.75",6",LONG NIPPLE S/80s BORE A312-TP304/304L SMLS SS (PBE),0.75,6
355,46,PIP,PIPE,.75" XS A106B SEAMLESS CS PIPE,.75",,XS A106B SEAMLESS CS PIPE,0.75,0
356,50,SP-ITEM,STEAM TRAP,.75" YARWAY 761-40 STEAM TRAP,.75",,YARWAY 761-40 STEAM TRAP,0.75,0
357,15,FLG,FLANGE-THRD,.75", 150# RF THRD FLANGE A105 CS GALVANIZED,.75",,, 150# RF THRD FLANGE A105 CS GALVANIZED,0.75,0
358,21,FTG,COUPLING,.75", 150# THREADED FULL COUPLING A197-MI GALVANIZED,.75",,, 150# THREADED FULL COUPLING A197-MI GALVANIZED,0.75,0
359,17,FTG,45D EL,.75", 1500#, SWxTHRD, GATE VALVE, A105 CS, 316SS TRIM, STELLITE SEATS,.75",,, 1500#, SWxTHRD, GATE VALVE, A105 CS, 316SS TRIM, STELLITE SEATS,0.75,0
360,2,B_G,GASKET,.75", 300#, RF, GSKT, 1/8" THK, SPIRAL WND, 316L SS WINDING, CS OUTER,.75",,, 300#, RF, GSKT, 1/8" THK, SPIRAL WND, 316L SS WINDING, CS OUTER,0.75,0
361,77,VALVE,VALVE-BALL,.75", 600#, SWxTHRD, BALL VALVE, TOP ENTRY, A216-WCB,.75",,, 600#, SWxTHRD, BALL VALVE, TOP ENTRY, A216-WCB,0.75,0
362,21,FTG,COUPLING,.75", 6000# SW COUPLING A105 CS ,.75",,, 6000# SW COUPLING A105 CS,0.75,0
363,79,VALVE,VALVE-GATE,.75", 800#, GATE VALVE, IREBxFNPT, CS, API-602, T#8, BB,.75",,, 800#, GATE VALVE, IREBxFNPT, CS, API-602, T#8, BB,0.75,0
364,79,VALVE,VALVE-GATE,.75", 800#, IREBxFNPT, EXT BODY GATE VALVE, BB, T#8,.75",,, 800#, IREBxFNPT, EXT BODY GATE VALVE, BB, T#8,0.75,0
365,79,VALVE,VALVE-GATE,.75", 800#, IREBxFNPT, EXT BODY, GATE VALVE, T#5, BB, API-602,.75",,, 800#, IREBxFNPT, EXT BODY, GATE VALVE, T#5, BB, API-602,0.75,0
366,79,VALVE,VALVE-GATE,.75", 800#, IREBxFNPT, EXT BODY, GATE VALVE, T#8, BB, API-602,.75",,, 800#, IREBxFNPT, EXT BODY, GATE VALVE, T#8, BB, API-602,0.75,0
367,79,VALVE,VALVE-GATE,.75", 800#, IREBxFNPT, GATE VALVE, CS, T#5, BB, OS&Y, HW, API-602, NACE,.75",,, 800#, IREBxFNPT, GATE VALVE, CS, T#5, BB, OS&Y, HW, API-602, NACE,0.75,0
368,79,VALVE,VALVE-GATE,.75", 800#, MSWxFNPT, EXT BODY GATE VALVE, CS BODY,.75",,, 800#, MSWxFNPT, EXT BODY GATE VALVE, CS BODY,0.75,0
369,79,VALVE,VALVE-GATE,.75", 800#, SW x THRD , GATE VALVE, ,.75",,, 800#, SW x THRD , GATE VALVE,,0.75,0
370,79,VALVE,VALVE-GATE,.75", 800#, SWxFNPT, EXT BODY, GATE VALVE, CS, T#5, BB, OS&Y, HW,.75",,, 800#, SWxFNPT, EXT BODY, GATE VALVE, CS, T#5, BB, OS&Y, HW,0.75,0
371,79,VALVE,VALVE-GATE,.75", 800#, SWxTHRD, EXT BODY, GATE VALVE, OS&Y, 13 CR TRIM,.75",,, 800#, SWxTHRD, EXT BODY, GATE VALVE, OS&Y, 13 CR TRIM,0.75,0
372,79,VALVE,VALVE-GATE,.75", 800#, SWxTHRD, EXT BODY, GATE VALVE, T#5, BB, API-602,.75",,, 800#, SWxTHRD, EXT BODY, GATE VALVE, T#5, BB, API-602,0.75,0
373,79,VALVE,VALVE-GATE,.75", 800#, SWxTHRD, GATE VALVE, CS,.75",,, 800#, SWxTHRD, GATE VALVE, CS,0.75,0
374,79,VALVE,VALVE-GATE,.75", 800#, THREADED GATE VALVE, T#8, BB, OS&Y, HW, API-602,.75",,, 800#, THREADED GATE VALVE, T#8, BB, OS&Y, HW, API-602,0.75,0
375,37,MISC,ROUND BAR,.75", ROUND HEAD THREADED PLUG A182-F304/304L SS,.75",,, ROUND HEAD THREADED PLUG A182-F304/304L SS,0.75,0
376,33,FTG,TEE-REDUCING,.75"x.75"x.5"  RED TEE FEMALE .5" CPI 316SS ,.75",.75",x.5"  RED TEE FEMALE .5" CPI 316SS,0.75,0.75
377,33,FTG,TEE-REDUCING,.75"x.75"x3/8"  RED TEE FEMALE 3/8" CPI 316SS ,.75",.75",x3/8"  RED TEE FEMALE 3/8" CPI 316SS,0.75,0.75
378,46,PIP,PIPE,1 1/2 " PIPE SCH 80S SS WLD CE A790 TYPE 2205 (UNS S32205),1 1/2 ",,PIPE SCH 80S SS WLD CE A790 TYPE 2205 (UNS S32205),0,0
379,39,NIP,NIPPLE,1 1/2" BRANCH NIPPLE 4" LG, SCH.160, CS A106-B SMLS POE-TOE,1 1/2",,BRANCH NIPPLE 4" LG, SCH.160, CS A106-B SMLS POE-TOE,1.5,0
