.1" THRD ROUND PLUG A105 CS
.25" .035 WALL TP316 WLD OR SMLS AUSTENTIC TUBING A269
.25" FEMALE CPI x .25" MNPT ADAPTER 316SS
.25" THICK x 1" WIDE x 3'" LONG 304/304L PLATE
.25" THICK x 19.5" WIDE x 3'-11 3/8" LONG 304/304L PLATE
.25" THICK x 29 11/16" WIDE x 3'-11 3/8" LONG 304/304L PLATE
.25" x 4" WIDE ALLOY C276 FLAT BAR
.25" x 60" x 12" LONG WEAR PAD FOR 6" PIPE
.5" .035 WALL TP316 WLD OR SMLS AUSTENTIC TUBING A269
.5" 150# RFSW FLANGE A105 CS S/160 BORE
.5" 150# RFSW FLANGE A182-F316/316L SS S/80s BORE
.5" 150# RFWN FLANGE A182-F304/304L SS S/40s BORE
.5" 150# RFWN FLANGE A182-F316/316L SS S/10s BORE
.5" 150# RFWN FLANGE S/40s BORE A182-F316/316L DUAL GRADE
.5" 1500# RFSW FLANGE A182-F316/316L SS S/80s BORE DUAL STAMPED
.5" 1500# RTJWN A182-F51 DUPLEX SS UNS-S31803 OR UNS-S32205 S/XS BORE (R12)
.5" 2000# THRD 90D ELL 316/316L SS DUAL MARKED
.5" 300# R12 316SST RING, OVAL PREFERED /OCTAGONAL OPTIONAL
.5" 300# RFWN FLANGE A182-F316/316L SS S/40s BORE DUAL GRADE
.5" 3000# SW 90D ELL A105 CS
.5" 3000# SW UNION A105 CS 
.5" 3000# SWxTHRD COUPLING 316/316L SS
.5" 3000# SWxTHRD HALF COUPLING 316/316L SS
.5" 3000# THRD 90D ELL A105 CS
.5" 3000# THRD CAP A105 CS
.5" 3000# THRD COUPLING A105 CS
.5" 6000# THRD COUPLING 304/304L SS
.5" 6000# THRD TEE A105 CS
.5" FNPT x .5" TUBING ADAPTER 316SS
.5" LR 90D ELL A403-WP304/304L S/40s SEAMLESS SS
.5" MNPT x .75" FEMALE TUBE TUBING CONNECTOR 316SS
.5" MNPT x 3/8" FEMALE TUBE TUBING CONNECTOR 316SS
.5" NPT ASHCROFT PRESSURE GAUGE 4.5" DIAL BOTTOM INLET 0-300 PSI RANGE
.5" PARKER TYPE TEE 316SS FLARELESS
.5" ROUND BARSTOCK PLUG A105 CS
.5" ROUND SW PLUG 304/304L SS
.5" ROUND SW PLUG A105 CS
.5" S/10S A312-TP316/316L SEAMLESS PIPE
.5" S/160 BORE A106B SMLS CS PIPE
.5" S/40S A312-TP304/304L SEAMLESS PIPE
.5" S/80 BORE 304/304L SS PIPE
.5" S/80 BORE A106B SMLS CS PIPE
.5" S/80s A312-TP316/316L SS PIPE
.5" SOLID ROUND PLUG A182-F316/316L SS (PE)
.5" SOLID ROUND PLUG A182-F316/316L SS (THRD)
.5" SOLID STEEL SCREWED PLUG A105 CS
.5" SW BAR STOCK PLUG A105 CS
.5" SW ROUND HEAD PLUG A105 CS 
.5" SW ROUND PLUG A105 CS
.5" SW ROUND PLUG A105 KILLED CS
.5" THRD BALL VALVE 
.5" THRD PRESSURE INDICATOR 0-300 PSI ASHCROFT 631008-S-L-04-B-XLL 300#
.5" THRD ROUND HEAD PLUG ALLOY C276-B462-N10276
.5" THRD ROUND PLUG 316 SS
.5" THRD ROUND PLUG A105 KILLED CS
.5" THRD ROUND PLUG A182-F316SS
.5" THRD ROUND PLUG A316/316L SS
.5" THRD ROUND PLUG NITRONIC 60 A276 WITH LANYARD
.5" THRD ROUND PLUG NITRONIC 60 WITH LANYARD
.5" TUBING .049" WALL WELDED OR SEAMLESS TP/316/316L ASTM 269
.5" TUBING PLUG 316 SS (SWAGELOCK # SS-810-P OR EQ)
.5" TUBING x .5" NPT UNION  (PARKER # 8MSC8N-316 OR EQ)
.5" x 2" LONG PLUG A105 CS 
.5" x 2.5" LONG A193-B7 STUD W/2 HH A194-2H NUTS 
.5" x 2.5" LONG PLUG A105 CS 
.5" x 2.75" LONG A193-B7 STUD W/2HH NUTS A194-2H
.5" x 3" LONG 316/316L SS NIPPLE S/80 BORE (TBE)
.5" x 3" LONG A193-B7 STUD W/2HH NUTS A194-2H
.5" x 3" LONG NIPPLE A312-TP316/316L SS DUAL MARKED (TBE)
